ra,ano_base,ano_alvo,nome,fase_num,idade,genero,ano_ingresso,inde,pedra,defasagem,iaa,ieg,ips,ipp,ida,ipv,ian,mat,por,ing,defasagem_next,inde_next,ian_next,pedra_next,y_risco,y_piora_defasagem,y_queda_inde,features_ausentes
RA-731,2022,2023,Aluno-731,0.0,10.0,F,2019,7.151,Ametista,-2,9.0,8.5,6.9,,7.3,7.083,5.0,7.3,7.2,,-1,6.7742,5.0,Ágata,1,0,1,False
RA-731,2023,2024,Aluno-731,1.0,11.0,F,2019,6.7742,Ágata,-1,8.5,7.6,3.14,7.5,6.8,7.45,5.0,6.2,7.3,,-1,4.7704873377000006,5.0,Quartzo,1,0,1,False
RA-733,2022,2023,Aluno-733,0.0,9.0,F,2022,6.684,Ágata,-1,9.5,8.5,5.6,,5.1,6.917,5.0,6.0,4.2,,0,8.3342,10.0,Topázio,0,0,0,False
RA-733,2023,2024,Aluno-733,1.0,9.0,F,2022,8.3342,Topázio,0,10.0,8.7,7.52,8.333333333,6.2,8.893333333,10.0,4.3,8.0,,-1,8.808825,5.0,Topázio,1,1,0,False
RA-734,2022,2023,Aluno-734,0.0,10.0,F,2022,6.952,Ágata,-2,9.5,7.2,5.6,,7.3,7.417,5.0,8.0,6.5,,-1,7.305908333,5.0,Ametista,1,0,0,False
RA-735,2022,2023,Aluno-735,0.0,10.0,F,2021,7.485,Ametista,-2,9.0,9.0,5.6,,7.3,8.583,5.0,7.8,6.7,,-1,7.184,5.0,Ametista,1,0,1,False
RA-735,2023,2024,Aluno-735,1.0,11.0,F,2021,7.184,Ametista,-1,0.0,9.0,7.52,8.333333333,8.1,8.393333333,5.0,7.7,8.5,,-1,7.7888467391,5.0,Ametista,1,0,0,False
RA-736,2022,2023,Aluno-736,0.0,10.0,M,2022,6.707,Ágata,-2,9.0,8.5,5.6,,5.4,7.0,5.0,4.7,6.2,,-1,7.600033333,5.0,Ametista,1,0,0,False
RA-737,2022,2023,Aluno-737,0.0,9.0,F,2022,8.058,Ametista,-1,9.5,9.2,5.6,,9.0,9.167,5.0,8.5,9.5,,0,8.048033333,10.0,Topázio,0,0,1,False
RA-737,2023,2024,Aluno-737,1.0,9.0,F,2022,8.048033333,Topázio,0,9.5,7.8,7.52,7.291666667,7.5,7.783333333,10.0,7.0,8.0,,0,8.4695488613,10.0,Topázio,0,0,0,False
RA-738,2022,2023,Aluno-738,0.0,8.0,F,2022,7.227,Ametista,0,8.5,8.1,5.6,,5.7,7.5,10.0,7.7,3.7,,0,8.123283333,10.0,Topázio,0,0,0,False
RA-738,2023,2024,Aluno-738,1.0,,F,2022,8.123283333,Topázio,0,8.0,9.3,7.52,8.4375,6.0,8.336666667,10.0,4.2,7.8,,-1,7.2626980238,5.0,Ametista,1,1,1,False
RA-739,2022,2023,Aluno-739,0.0,8.0,M,2022,6.82,Ágata,0,6.4,7.3,5.6,,5.9,7.083,10.0,6.0,5.8,,-1,7.5972,5.0,Ametista,1,1,0,False
RA-740,2022,2023,Aluno-740,0.0,9.0,F,2022,7.218,Ametista,-1,8.5,9.0,5.6,,7.2,7.5,5.0,7.3,7.0,,-2,7.2845,5.0,Ametista,1,1,0,False
RA-740,2023,2024,Aluno-740,0.0,10.0,F,2022,7.2845,Ametista,-2,0.0,8.7,7.52,6.875,9.1,8.925,5.0,9.0,9.2,,-1,8.1611005269,5.0,Topázio,1,0,0,False
RA-741,2022,2023,Aluno-741,0.0,10.0,F,2022,6.896,Ágata,-2,9.5,8.4,5.6,,6.3,7.417,5.0,7.3,5.2,,-2,6.2707,5.0,Ágata,1,0,1,False
RA-741,2023,2024,Aluno-741,0.0,11.0,F,2022,6.2707,Ágata,-2,9.5,6.9,4.39,5.625,5.1,7.095,5.0,4.2,6.0,,-1,5.0795885374,5.0,Quartzo,1,0,1,False
RA-742,2022,2023,Aluno-742,0.0,9.0,F,2022,7.097,Ametista,-1,8.5,8.7,5.0,,7.3,7.5,5.0,8.3,6.2,,-2,7.024,5.0,Ametista,1,1,1,False
RA-743,2022,2023,Aluno-743,0.0,9.0,F,2022,6.672,Ágata,-1,10.0,7.9,5.6,,4.8,7.5,5.0,4.8,4.8,,-2,6.659,5.0,Ágata,1,1,1,False
RA-743,2023,2024,Aluno-743,0.0,10.0,F,2022,6.659,Ágata,-2,0.0,9.1,3.77,7.5,7.1,9.01,5.0,7.3,6.8,,-1,7.655745454500001,5.0,Ametista,1,0,0,False
RA-745,2022,2023,Aluno-745,0.0,9.0,M,2021,7.382,Ametista,-1,9.0,8.5,5.6,,8.1,7.75,5.0,8.5,7.7,,-1,7.668366667,5.0,Ametista,1,0,0,False
RA-745,2023,2024,Aluno-745,1.0,,M,2021,7.668366667,Ametista,-1,9.5,9.3,3.77,8.125,7.0,8.893333333,5.0,5.7,8.2,,0,8.6102,10.0,Topázio,0,0,0,False
RA-746,2022,2023,Aluno-746,0.0,8.0,M,2022,7.656,Ametista,0,8.0,9.1,5.6,,7.2,7.417,10.0,7.7,6.7,,0,6.517166667,10.0,Ágata,0,0,1,False
RA-746,2023,2024,Aluno-746,1.0,,M,2022,6.517166667,Ágata,0,0.0,8.0,3.77,6.875,7.2,7.113333333,10.0,6.0,8.3,,0,7.903311111100001,10.0,Ametista,0,0,0,False
RA-747,2022,2023,Aluno-747,0.0,11.0,F,2022,7.676,Ametista,-2,10.0,7.6,7.5,,8.8,7.917,5.0,8.2,9.4,,-1,6.026366667,5.0,Ágata,1,0,1,False
RA-747,2023,2024,Aluno-747,1.0,11.0,F,2022,6.026366667,Ágata,-1,10.0,8.0,3.14,6.041666667,3.1,6.94,5.0,1.2,5.0,,-2,5.8450809523,5.0,Quartzo,1,1,1,False
RA-748,2022,2023,Aluno-748,0.0,9.0,M,2022,8.084,Topázio,-1,10.0,9.0,7.5,,9.1,8.25,5.0,9.6,8.6,,-2,8.7142,5.0,Topázio,1,1,0,False
RA-748,2023,2024,Aluno-748,0.0,,M,2022,8.7142,Topázio,-2,9.5,9.7,7.52,7.5,9.1,10.01,5.0,9.0,9.2,,-1,8.2272,5.0,Topázio,1,0,1,False
RA-749,2022,2023,Aluno-749,0.0,9.0,M,2022,7.484,Ametista,-1,9.5,7.7,7.5,,8.8,7.25,5.0,9.5,8.1,,-1,7.7597,5.0,Ametista,1,0,0,False
RA-749,2023,2024,Aluno-749,0.0,9.0,M,2022,7.7597,Ametista,-1,10.0,9.0,7.52,5.625,7.3,8.425,5.0,7.3,7.3,,-2,8.3373184211,5.0,Topázio,1,1,0,False
RA-750,2022,2023,Aluno-750,0.0,10.0,M,2019,6.344,Ágata,-2,9.5,8.9,4.4,,6.8,5.167,5.0,7.1,6.4,,-2,5.6857,5.0,Quartzo,1,0,1,False
RA-750,2023,2024,Aluno-750,0.0,,M,2019,5.6857,Quartzo,-2,9.5,7.7,3.14,4.375,3.4,6.32,5.0,3.3,3.5,,-2,4.542230369,5.0,Quartzo,1,0,1,False
RA-752,2022,2023,Aluno-752,0.0,11.0,F,2022,8.197,Topázio,-2,10.0,9.0,7.5,,9.5,8.417,5.0,9.6,9.4,,-1,8.073825,5.0,Topázio,1,0,1,False
RA-752,2023,2024,Aluno-752,1.0,11.0,F,2022,8.073825,Topázio,-1,9.5,9.9,7.52,7.65625,6.4,9.23,5.0,4.8,8.0,,-1,6.57279265,5.0,Ágata,1,0,1,False
RA-753,2022,2023,Aluno-753,0.0,8.0,F,2022,8.481,Topázio,0,9.5,8.6,7.5,,9.1,8.417,10.0,9.4,8.8,,-1,8.6672,5.0,Topázio,1,1,0,False
RA-753,2023,2024,Aluno-753,0.0,,F,2022,8.6672,Topázio,-1,9.0,9.9,7.52,7.5,9.0,9.925,5.0,9.0,9.0,,-1,8.2450571429,5.0,Topázio,1,0,1,False
RA-754,2022,2023,Aluno-754,0.0,9.0,M,2022,6.602,Ágata,-1,10.0,5.8,4.4,,7.9,6.917,5.0,7.8,8.1,,-2,6.0537,5.0,Ágata,1,1,1,False
RA-754,2023,2024,Aluno-754,0.0,,M,2022,6.0537,Ágata,-2,9.5,6.1,2.52,6.875,5.6,6.67,5.0,5.7,5.4,,-2,5.6127,5.0,Quartzo,1,0,1,False
RA-755,2022,2023,Aluno-755,0.0,8.0,M,2022,8.566,Topázio,0,9.5,9.2,6.9,,9.5,8.083,10.0,9.8,9.3,,-1,8.7442,5.0,Topázio,1,1,0,False
RA-755,2023,2024,Aluno-755,0.0,9.0,M,2022,8.7442,Topázio,-1,10.0,9.5,7.52,7.5,9.2,10.01,5.0,9.2,9.2,,-1,8.925450000000001,5.0,Topázio,1,0,0,False
RA-756,2022,2023,Aluno-756,0.0,9.0,M,2022,6.976,Ágata,-1,10.0,7.9,7.5,,5.7,7.25,5.0,5.6,5.8,,-2,7.0927,5.0,Ametista,1,1,0,False
RA-756,2023,2024,Aluno-756,0.0,,M,2022,7.0927,Ametista,-2,10.0,8.7,7.52,5.625,6.1,6.59,5.0,5.4,6.8,,-2,7.361700000000001,5.0,Ametista,1,0,0,False
RA-757,2022,2023,Aluno-757,0.0,9.0,F,2022,8.26,Topázio,-1,9.5,9.3,7.5,,9.7,8.5,5.0,9.9,9.6,,-2,8.6742,5.0,Topázio,1,1,0,False
RA-757,2023,2024,Aluno-757,0.0,10.0,F,2022,8.6742,Topázio,-2,9.0,9.6,7.52,7.5,9.3,10.01,5.0,9.5,9.0,,-1,7.938842857200001,5.0,Ametista,1,0,1,False
RA-76,2022,2023,Aluno-76,5.0,15.0,F,2017,9.105,Topázio,0,10.0,9.1,8.1,,8.7,9.292,10.0,9.3,8.3,8.4,2,,10.0,,0,0,0,False
RA-76,2023,2024,Aluno-76,7.0,15.0,F,2017,,,2,10.0,,2.52,,,,10.0,,,,2,8.152033333333334,10.0,Topázio,0,0,0,False
RA-760,2022,2023,Aluno-760,0.0,11.0,M,2021,8.172,Topázio,-2,9.0,9.2,7.5,,8.8,8.917,5.0,9.3,8.2,,-1,6.548333333,5.0,Ágata,1,0,1,False
RA-760,2023,2024,Aluno-760,2.0,,M,2021,6.548333333,Ágata,-1,0.0,8.8,7.52,7.083333333,6.3,7.84,5.0,5.8,6.8,,0,6.942581818200001,10.0,Ágata,0,0,0,False
RA-761,2022,2023,Aluno-761,0.0,9.0,M,2022,8.06,Topázio,-1,10.0,9.4,7.5,,8.2,8.25,5.0,8.8,7.5,,-1,8.219533333,5.0,Topázio,1,0,0,False
RA-761,2023,2024,Aluno-761,1.0,10.0,M,2022,8.219533333,Topázio,-1,9.0,9.7,7.52,8.333333333,8.4,8.12,5.0,8.7,8.0,,0,8.174593939300001,10.0,Topázio,0,0,1,False
RA-762,2022,2023,Aluno-762,0.0,12.0,M,2022,7.28,Ametista,-3,10.0,9.7,7.5,,6.7,7.083,2.5,7.3,6.0,,-2,7.09945,5.0,Ametista,1,0,1,False
RA-762,2023,2024,Aluno-762,1.0,13.0,M,2022,7.09945,Ametista,-2,10.0,9.1,3.14,7.8125,5.8,7.67,5.0,6.2,5.3,,-2,5.9677326087,5.0,Quartzo,1,0,1,False
RA-763,2022,2023,Aluno-763,0.0,10.0,F,2021,7.402,Ametista,-2,9.5,9.7,7.5,,6.5,7.167,5.0,6.3,6.7,,-2,6.7215,5.0,Ágata,1,0,1,False
RA-763,2023,2024,Aluno-763,0.0,10.0,F,2021,6.7215,Ágata,-2,0.0,9.2,3.14,6.875,7.9,9.0,5.0,7.8,8.0,,-1,6.984760606,5.0,Ágata,1,0,0,False
RA-764,2022,2023,Aluno-764,0.0,8.0,M,2022,8.004,Ametista,0,9.0,8.8,7.5,,7.5,7.667,10.0,7.2,7.8,,0,7.682125,10.0,Ametista,0,0,1,False
RA-764,2023,2024,Aluno-764,1.0,,M,2022,7.682125,Ametista,0,0.0,9.2,7.52,8.28125,7.8,8.56,10.0,6.0,9.5,,0,7.838370289900001,10.0,Ametista,0,0,0,False
RA-766,2022,2023,Aluno-766,0.0,11.0,F,2020,8.185,Topázio,-2,10.0,9.5,7.5,,8.7,8.333,5.0,8.5,8.8,,-1,8.008408333,5.0,Topázio,1,0,1,False
RA-767,2022,2023,Aluno-767,0.0,10.0,M,2021,7.511,Ametista,-2,9.5,9.0,7.5,,7.0,7.583,5.0,7.3,6.7,,-1,7.3807,5.0,Ametista,1,0,1,False
RA-767,2023,2024,Aluno-767,1.0,11.0,M,2021,7.3807,Ametista,-1,10.0,8.3,7.52,7.291666667,6.3,7.446666667,5.0,6.5,6.0,,-2,8.131890476200002,5.0,Topázio,1,1,0,False
RA-768,2022,2023,Aluno-768,0.0,10.0,F,2021,7.646,Ametista,-2,9.0,10.0,7.5,,7.1,7.583,5.0,7.0,7.2,,-2,8.4042,5.0,Topázio,1,0,0,False
RA-768,2023,2024,Aluno-768,0.0,,F,2021,8.4042,Topázio,-2,10.0,9.1,7.52,7.5,7.9,10.01,5.0,8.0,7.8,,-1,7.0345379447,5.0,Ametista,1,0,1,False
RA-769,2022,2023,Aluno-769,0.0,9.0,F,2022,7.598,Ametista,-1,10.0,7.5,7.5,,7.9,8.5,5.0,9.6,6.2,,-2,7.85345,5.0,Ametista,1,1,0,False
RA-769,2023,2024,Aluno-769,0.0,10.0,F,2022,7.85345,Ametista,-2,10.0,9.3,3.77,7.8125,8.0,8.675,5.0,8.2,7.8,,-1,7.099342857200002,5.0,Ametista,1,0,1,False
RA-770,2022,2023,Aluno-770,0.0,7.0,M,2022,8.143,Topázio,0,9.5,8.9,7.5,,8.3,7.333,10.0,8.5,8.1,,0,6.6785,10.0,Ágata,0,0,1,False
RA-770,2023,2024,Aluno-770,0.0,,M,2022,6.6785,Ágata,0,0.0,8.3,3.77,6.875,5.9,8.92,10.0,6.0,5.7,,-1,7.3057112782,5.0,Ametista,1,1,0,False
RA-771,2022,2023,Aluno-771,0.0,7.0,F,2022,7.873,Ametista,0,10.0,8.3,7.5,,7.0,7.5,10.0,7.2,6.9,,0,7.056,10.0,Ametista,0,0,1,False
RA-771,2023,2024,Aluno-771,0.0,,F,2022,7.056,Ametista,0,0.0,8.8,3.14,6.25,8.2,8.585,10.0,8.2,8.2,,-1,6.066009523800001,5.0,Ágata,1,1,1,False
RA-772,2022,2023,Aluno-772,0.0,11.0,M,2021,6.994,Ágata,-2,9.0,5.4,7.5,,9.2,7.25,5.0,9.3,9.2,,-2,5.930166667,5.0,Quartzo,1,0,1,False
RA-773,2022,2023,Aluno-773,0.0,9.0,F,2022,6.922,Ágata,-1,10.0,6.8,5.0,,8.1,7.083,5.0,9.3,6.8,,-1,6.9287,5.0,Ágata,1,0,0,False
RA-773,2023,2024,Aluno-773,0.0,9.0,F,2022,6.9287,Ágata,-1,10.0,7.5,2.52,5.625,7.9,7.67,5.0,8.0,7.8,,-2,6.566200000000001,5.0,Ágata,1,1,1,False
RA-774,2022,2023,Aluno-774,0.0,8.0,F,2022,7.587,Ametista,0,10.0,7.8,7.5,,6.1,7.417,10.0,7.8,4.4,,-1,5.852,5.0,Quartzo,1,1,1,False
RA-774,2023,2024,Aluno-774,0.0,,F,2022,5.852,Quartzo,-1,0.0,9.5,3.14,5.0,6.9,6.34,5.0,7.7,6.0,,-1,5.685771428600001,5.0,Quartzo,1,0,1,False
RA-776,2022,2023,Aluno-776,0.0,9.0,F,2022,3.898,Quartzo,-1,0.0,4.3,4.4,,1.7,6.333,5.0,0.0,3.3,,-1,5.567916667,5.0,Quartzo,1,0,0,False
RA-776,2023,2024,Aluno-776,1.0,,F,2022,5.567916667,Quartzo,-1,0.0,7.0,7.52,7.8125,3.5,7.223333333,5.0,4.2,2.7,,-1,5.178509523800001,5.0,Quartzo,1,0,1,False
RA-777,2022,2023,Aluno-777,0.0,8.0,M,2022,7.096,Ametista,0,8.0,7.7,7.5,,5.3,7.0,10.0,6.5,4.0,,0,7.468125,10.0,Ametista,0,0,0,False
RA-777,2023,2024,Aluno-777,1.0,,F,2022,7.468125,Ametista,0,0.0,9.3,7.52,8.28125,6.3,8.84,10.0,5.3,7.3,,0,7.563515408100001,10.0,Ametista,0,0,0,False
RA-778,2022,2023,Aluno-778,0.0,9.0,F,2021,7.432,Ametista,-1,10.0,6.7,7.5,,7.1,8.833,5.0,6.0,8.2,,-1,7.926825,5.0,Ametista,1,0,0,False
RA-778,2023,2024,Aluno-778,1.0,,F,2021,7.926825,Ametista,-1,8.5,7.9,7.52,8.90625,8.2,8.62,5.0,7.3,9.0,,0,8.0754139589,10.0,Topázio,0,0,0,False
RA-78,2022,2023,Aluno-78,5.0,17.0,M,2018,7.04,Ametista,-2,8.3,6.6,5.6,,7.2,8.0,5.0,8.7,5.7,7.3,-2,6.434625,5.0,Ágata,1,0,1,False
RA-78,2023,2024,Aluno-78,6.0,,F,2018,6.434625,Ágata,-2,0.0,7.7,6.26,8.28125,6.7,8.0025,5.0,8.5,4.8,6.8,0,8.1780308688,10.0,Topázio,0,0,0,False
RA-780,2022,2023,Aluno-780,0.0,9.0,F,2022,6.955,Ágata,-1,8.0,7.6,7.5,,6.9,7.167,5.0,6.3,7.5,,-2,7.7842,5.0,Ametista,1,1,0,False
RA-780,2023,2024,Aluno-780,0.0,10.0,F,2022,7.7842,Ametista,-2,9.5,8.8,3.14,8.75,8.3,8.675,5.0,8.0,8.5,,-1,7.7430333333,5.0,Ametista,1,0,1,False
RA-781,2022,2023,Aluno-781,0.0,9.0,F,2021,7.786,Ametista,-1,10.0,8.9,7.5,,8.3,7.75,5.0,8.0,8.5,,-1,8.209283333,5.0,Topázio,1,0,0,False
RA-781,2023,2024,Aluno-781,1.0,10.0,F,2021,8.209283333,Topázio,-1,7.5,9.8,7.52,8.4375,7.9,9.116666667,5.0,7.0,8.8,,0,8.496283333400001,10.0,Topázio,0,0,0,False
RA-782,2022,2023,Aluno-782,0.0,8.0,M,2022,7.485,Ametista,0,9.5,8.4,7.5,,6.0,7.0,10.0,5.7,6.3,,-1,7.6812,5.0,Ametista,1,1,0,False
RA-782,2023,2024,Aluno-782,0.0,9.0,M,2022,7.6812,Ametista,-1,8.5,9.8,2.52,7.5,7.5,9.345,5.0,8.3,6.7,,0,8.1896285714,10.0,Topázio,0,0,0,False
RA-783,2022,2023,Aluno-783,0.0,8.0,M,2021,6.996,Ágata,0,9.5,5.8,7.5,,6.0,6.917,10.0,4.7,7.3,,-1,7.2922,5.0,Ametista,1,1,0,False
RA-784,2022,2023,Aluno-784,0.0,9.0,M,2022,8.34,Topázio,-1,9.5,10.0,7.5,,8.2,9.25,5.0,7.8,8.5,,-1,8.171366667,5.0,Topázio,1,0,1,False
RA-784,2023,2024,Aluno-784,1.0,10.0,F,2022,8.171366667,Topázio,-1,10.0,9.5,7.52,8.125,7.3,8.783333333,5.0,6.5,8.0,,0,8.8857454545,10.0,Topázio,0,0,0,False
RA-785,2022,2023,Aluno-785,0.0,9.0,F,2022,7.642,Ametista,-1,9.0,8.6,7.5,,8.4,7.667,5.0,8.8,8.0,,-1,8.137866667,5.0,Topázio,1,0,0,False
RA-785,2023,2024,Aluno-785,1.0,10.0,F,2022,8.137866667,Topázio,-1,9.0,8.5,7.52,7.916666667,8.8,8.67,5.0,8.2,9.4,,0,9.1548666666,10.0,Topázio,0,0,0,False
RA-787,2022,2023,Aluno-787,0.0,8.0,M,2022,7.205,Ametista,0,8.5,9.5,7.5,,3.4,7.25,10.0,4.2,2.7,,-1,7.5227,5.0,Ametista,1,1,0,False
RA-787,2023,2024,Aluno-787,0.0,,M,2022,7.5227,Ametista,-1,9.0,9.8,7.52,5.625,5.9,8.34,5.0,6.0,5.8,,-1,7.73495,5.0,Ametista,1,0,0,False
RA-788,2022,2023,Aluno-788,0.0,8.0,M,2021,8.264,Topázio,0,10.0,9.3,5.6,,8.0,8.667,10.0,7.8,8.2,,0,7.806091667,10.0,Ametista,0,0,1,False
RA-788,2023,2024,Aluno-788,1.0,,M,2021,7.806091667,Ametista,0,7.9,9.8,2.52,7.65625,6.9,8.283333333,10.0,6.0,7.8,,0,7.9221068268,10.0,Ametista,0,0,0,False
RA-789,2022,2023,Aluno-789,0.0,7.0,F,2022,7.405,Ametista,0,9.0,9.4,7.5,,4.2,7.417,10.0,3.7,4.7,,0,7.974,10.0,Ametista,0,0,0,False
RA-789,2023,2024,Aluno-789,0.0,8.0,F,2022,7.974,Ametista,0,0.0,9.5,7.52,7.5,7.9,10.01,10.0,8.5,7.2,,0,8.0443904763,10.0,Topázio,0,0,0,False
RA-79,2022,2023,Aluno-79,5.0,16.0,F,2018,6.847,Ágata,-1,5.4,6.3,5.6,,8.9,7.292,5.0,9.5,7.7,9.5,-1,6.635883333,5.0,Ágata,1,0,1,False
RA-790,2022,2023,Aluno-790,0.0,11.0,F,2022,7.504,Ametista,-2,9.0,8.9,7.5,,7.8,7.417,5.0,8.5,7.2,,-2,6.707666667,5.0,Ágata,1,0,1,False
RA-790,2023,2024,Aluno-790,1.0,,M,2022,6.707666667,Ágata,-2,0.0,8.1,7.52,7.083333333,7.4,8.286666667,5.0,7.2,7.5,,-1,6.8089355072,5.0,Ágata,1,0,0,False
RA-791,2022,2023,Aluno-791,0.0,11.0,F,2022,7.507,Ametista,-2,9.5,8.7,7.5,,6.5,8.5,5.0,6.3,6.7,,-2,6.247916667,5.0,Ágata,1,0,1,False
RA-792,2022,2023,Aluno-792,0.0,9.0,F,2022,7.025,Ágata,-1,9.5,8.0,7.5,,6.2,7.167,5.0,6.5,5.8,,-2,7.6267,5.0,Ametista,1,1,0,False
RA-792,2023,2024,Aluno-792,0.0,10.0,F,2022,7.6267,Ametista,-2,9.0,7.7,7.52,6.875,7.2,9.085,5.0,6.8,7.5,,-1,6.036012253,5.0,Ágata,1,0,1,False
RA-794,2022,2023,Aluno-794,0.0,8.0,F,2022,7.335,Ametista,0,9.5,8.9,7.5,,4.1,7.333,10.0,3.7,4.5,,-1,7.9842,5.0,Ametista,1,1,0,False
RA-794,2023,2024,Aluno-794,0.0,,F,2022,7.9842,Ametista,-1,9.0,9.2,7.52,7.5,6.2,10.01,5.0,5.2,7.2,,0,7.145652380900001,10.0,Ametista,0,0,1,False
RA-795,2022,2023,Aluno-795,0.0,8.0,F,2022,8.064,Topázio,0,9.0,9.7,7.5,,7.3,7.333,10.0,8.0,6.5,,-1,8.4642,5.0,Topázio,1,1,0,False
RA-795,2023,2024,Aluno-795,0.0,9.0,F,2022,8.4642,Topázio,-1,9.0,9.6,7.52,7.5,8.2,10.01,5.0,8.7,7.7,,-1,8.441414285700002,5.0,Topázio,1,0,1,False
RA-796,2022,2023,Aluno-796,0.0,10.0,F,2022,7.232,Ametista,-2,9.5,9.3,7.5,,5.4,7.667,5.0,5.8,5.0,,-1,7.462866667,5.0,Ametista,1,0,0,False
RA-796,2023,2024,Aluno-796,1.0,11.0,F,2022,7.462866667,Ametista,-1,9.0,9.8,6.27,7.083333333,5.5,8.336666667,5.0,5.0,6.0,,-1,7.052457703200001,5.0,Ametista,1,0,1,False
RA-797,2022,2023,Aluno-797,0.0,10.0,M,2021,7.217,Ametista,-2,9.0,8.5,7.5,,7.3,7.5,5.0,8.2,6.5,,-1,7.373033333,5.0,Ametista,1,0,0,False
RA-797,2023,2024,Aluno-797,1.0,11.0,M,2021,7.373033333,Ametista,-1,8.5,8.6,7.52,6.041666667,7.5,7.233333333,5.0,7.0,8.0,,-1,6.597315151500001,5.0,Ágata,1,0,1,False
RA-798,2022,2023,Aluno-798,0.0,10.0,M,2022,7.049,Ametista,-2,8.0,8.3,7.5,,6.3,7.667,5.0,7.0,5.7,,-1,7.018033333,5.0,Ametista,1,0,1,False
RA-798,2023,2024,Aluno-798,1.0,,M,2022,7.018033333,Ametista,-1,9.0,8.1,7.52,6.458333333,6.1,6.95,5.0,4.3,7.8,,-1,4.6743653679,5.0,Quartzo,1,0,1,False
RA-799,2022,2023,Aluno-799,0.0,10.0,F,2022,7.676,Ametista,-2,8.0,9.6,7.5,,7.8,7.917,5.0,8.5,7.2,,-1,8.061533333,5.0,Topázio,1,0,0,False
RA-799,2023,2024,Aluno-799,1.0,,F,2022,8.061533333,Topázio,-1,9.5,9.6,5.64,8.333333333,8.3,8.17,5.0,7.8,8.8,,0,7.702648484900001,10.0,Ametista,0,0,1,False
RA-80,2022,2023,Aluno-80,5.0,16.0,F,2017,7.29,Ametista,-1,9.2,8.3,5.0,,7.1,7.625,5.0,6.5,7.7,7.3,-1,7.252275,5.0,Ametista,1,0,1,False
RA-80,2023,2024,Aluno-80,6.0,,F,2017,7.252275,Ametista,-1,8.3,8.4,6.89,7.96875,6.3,7.465,5.0,8.2,5.7,5.0,0,8.131659175733333,10.0,Topázio,0,0,0,False
RA-801,2022,2023,Aluno-801,0.0,9.0,M,2022,6.644,Ágata,-1,7.0,6.6,7.5,,6.8,7.5,5.0,7.2,6.3,,0,6.8735,10.0,Ágata,0,0,0,False
RA-801,2023,2024,Aluno-801,1.0,,M,2022,6.8735,Ágata,0,0.0,7.5,7.52,6.875,7.6,7.12,10.0,6.8,8.3,,-1,6.6752,5.0,Ágata,1,1,1,False
RA-802,2022,2023,Aluno-802,0.0,9.0,M,2021,7.831,Ametista,-1,9.0,9.0,7.5,,8.3,8.333,5.0,9.0,7.5,,-1,8.126866667,5.0,Topázio,1,0,0,False
RA-802,2023,2024,Aluno-802,1.0,10.0,M,2021,8.126866667,Topázio,-1,8.0,9.3,7.52,8.333333333,9.4,7.506666667,5.0,9.3,9.5,,0,7.831797402499999,10.0,Ametista,0,0,1,False
RA-804,2022,2023,Aluno-804,0.0,10.0,M,2022,6.848,Ágata,-2,10.0,8.4,6.3,,4.8,7.667,5.0,5.5,4.0,,-1,7.2352,5.0,Ametista,1,0,0,False
RA-805,2022,2023,Aluno-805,0.0,8.0,M,2021,8.279,Topázio,0,9.5,9.0,7.5,,8.8,7.333,10.0,8.7,8.9,,-1,6.492,5.0,Ágata,1,1,1,False
RA-805,2023,2024,Aluno-805,0.0,9.0,M,2021,6.492,Ágata,-1,0.0,9.1,7.52,6.25,6.8,7.175,5.0,6.8,6.8,,-1,6.9375869048,5.0,Ágata,1,0,0,False
RA-806,2022,2023,Aluno-806,0.0,8.0,M,2022,7.561,Ametista,0,9.5,7.3,7.5,,6.6,7.917,10.0,5.0,8.2,,-1,7.2937,5.0,Ametista,1,1,1,False
RA-806,2023,2024,Aluno-806,0.0,9.0,M,2022,7.2937,Ametista,-1,8.5,8.3,6.27,6.875,7.8,7.095,5.0,7.8,7.7,,-1,6.972777380900001,5.0,Ágata,1,0,1,False
RA-807,2022,2023,Aluno-807,0.0,8.0,M,2022,8.121,Topázio,0,9.5,8.7,6.3,,9.0,7.5,10.0,9.5,8.6,,-1,7.8632,5.0,Ametista,1,1,1,False
RA-807,2023,2024,Aluno-807,0.0,9.0,M,2022,7.8632,Ametista,-1,9.5,9.1,7.52,6.25,8.0,8.08,5.0,8.3,7.7,,0,7.797628571400001,10.0,Ametista,0,0,1,False
RA-808,2022,2023,Aluno-808,0.0,8.0,M,2022,8.361,Topázio,0,10.0,9.1,6.3,,9.3,8.0,10.0,9.7,8.8,,-1,8.1932,5.0,Topázio,1,1,1,False
RA-808,2023,2024,Aluno-808,0.0,9.0,M,2022,8.1932,Topázio,-1,10.0,10.0,2.52,7.5,8.7,9.755,5.0,8.7,8.7,,0,8.7897,10.0,Topázio,0,0,0,False
RA-81,2022,2023,Aluno-81,5.0,14.0,F,2017,7.675,Ametista,1,9.2,9.2,5.0,,6.0,7.458,10.0,5.5,5.2,7.3,0,7.45425,10.0,Ametista,0,1,1,False
RA-81,2023,2024,Aluno-81,5.0,15.0,F,2017,7.45425,Ametista,0,9.6,8.8,2.52,7.8125,6.3,7.2125,10.0,8.7,4.7,5.5,0,8.256566666666668,10.0,Topázio,0,0,0,False
