ra,ano_base,ano_alvo,nome,fase_num,idade,genero,ano_ingresso,inde,pedra,defasagem,iaa,ieg,ips,ipp,ida,ipv,ian,mat,por,ing,defasagem_next,inde_next,ian_next,pedra_next,y_risco,y_piora_defasagem,y_queda_inde,features_ausentes
RA-1,2022,2023,Aluno-1,7.0,19.0,F,2016,5.783,Quartzo,-1,8.3,4.1,5.6,,4.0,7.278,5.0,2.7,3.5,6.0,0,,10.0,,0,0,0,False
RA-1,2023,2024,Aluno-1,8.0,,F,2016,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1000,2023,2024,Aluno-1000,0.0,8.0,F,2023,7.9162,Ametista,0,8.5,9.4,3.77,6.25,7.0,8.92,10.0,7.0,7.0,,0,8.364790909100002,10.0,Topázio,0,0,0,False
RA-1001,2023,2024,Aluno-1001,0.0,9.0,F,2023,8.1162,Topázio,-1,9.0,9.1,7.52,7.5,7.8,9.17,5.0,8.3,7.3,,-1,7.7964318841,5.0,Ametista,1,0,1,False
RA-1002,2023,2024,Aluno-1002,0.0,9.0,F,2023,7.9012,Ametista,-1,9.0,9.7,7.52,6.25,7.0,8.92,5.0,7.0,7.0,,-1,7.967866666700001,5.0,Ametista,1,0,0,False
RA-1003,2023,2024,Aluno-1003,0.0,8.0,M,2023,7.6522,Ametista,0,9.0,8.5,7.52,7.5,4.0,8.75,10.0,8.0,0.0,,-1,7.627588888900001,5.0,Ametista,1,1,1,False
RA-1004,2023,2024,Aluno-1004,0.0,8.0,F,2023,8.3137,Topázio,0,9.0,9.6,7.52,6.875,7.9,7.42,10.0,6.5,9.2,,-1,7.801200000000001,5.0,Ametista,1,1,1,False
RA-1006,2023,2024,Aluno-1006,0.0,8.0,F,2023,8.5922,Topázio,0,9.0,9.3,7.52,7.5,8.7,8.0,10.0,8.7,8.6,,-1,7.040088888900001,5.0,Ametista,1,1,1,False
RA-1008,2023,2024,Aluno-1008,0.0,8.0,M,2023,8.13595,Topázio,0,9.0,8.6,7.52,5.9375,8.4,7.5,10.0,7.5,9.2,,-1,6.8667414438000005,5.0,Ágata,1,1,1,False
RA-1009,2023,2024,Aluno-1009,0.0,8.0,M,2023,7.245,Ametista,0,0.0,9.0,3.77,7.5,8.8,7.84,10.0,8.3,9.2,,-1,6.395389393900001,5.0,Ágata,1,1,1,False
RA-1012,2023,2024,Aluno-1012,0.0,8.0,F,2023,7.96495,Ametista,0,10.0,9.9,3.77,7.1875,6.6,7.845,10.0,7.0,6.2,,-1,8.057128571400002,5.0,Topázio,1,1,0,False
RA-1013,2023,2024,Aluno-1013,0.0,7.0,M,2023,7.6237,Ametista,0,9.0,9.6,4.39,5.625,8.3,5.76,10.0,7.0,9.5,,-1,5.7839559808,5.0,Quartzo,1,1,1,False
RA-1014,2023,2024,Aluno-1014,0.0,,F,2023,8.2582,Topázio,0,9.0,9.7,3.77,7.5,8.2,8.255,10.0,7.7,8.7,,-1,6.315972727300001,5.0,Ágata,1,1,1,False
RA-1015,2023,2024,Aluno-1015,1.0,10.0,F,2023,7.538908333,Ametista,-1,10.0,9.3,6.27,7.34375,6.3,7.786666667,5.0,5.0,7.6,,0,6.643252381000002,10.0,Ágata,0,0,1,False
RA-1017,2023,2024,Aluno-1017,1.0,,M,2023,6.505333333,Ágata,-1,0.0,8.0,5.02,7.5,7.7,8.116666667,5.0,7.0,8.3,,0,7.345521428500001,10.0,Ametista,0,0,0,False
RA-1018,2023,2024,Aluno-1018,1.0,,M,2023,6.824,Ágata,0,0.0,8.5,5.02,7.5,6.3,8.06,10.0,5.8,6.8,,-1,7.7054045454,5.0,Ametista,1,1,0,False
RA-1019,2023,2024,Aluno-1019,1.0,8.0,F,2023,7.177033333,Ametista,1,7.5,9.1,5.02,6.875,4.3,7.836666667,10.0,0.5,8.0,,0,8.692255194900001,10.0,Topázio,0,1,0,False
RA-1020,2023,2024,Aluno-1020,1.0,9.0,F,2023,7.612283333,Ametista,0,10.0,9.1,2.52,7.1875,6.1,8.056666667,10.0,4.3,7.8,,0,8.9544954545,10.0,Topázio,0,0,0,False
RA-1021,2023,2024,Aluno-1021,1.0,,M,2023,6.964616667,Ágata,0,8.0,9.2,3.77,7.1875,3.3,7.893333333,10.0,2.5,4.0,,-1,8.0985863636,5.0,Topázio,1,1,0,False
RA-1022,2023,2024,Aluno-1022,1.0,9.0,M,2023,7.164616667,Ametista,0,8.5,8.5,3.77,7.1875,4.7,7.893333333,10.0,4.7,4.7,,-1,7.613169697000002,5.0,Ametista,1,1,0,False
RA-1023,2023,2024,Aluno-1023,1.0,,F,2023,9.1342,Topázio,0,10.0,10.0,6.27,8.75,9.1,9.06,10.0,8.5,9.7,,0,9.4985809523,10.0,Topázio,0,0,0,False
RA-1024,2023,2024,Aluno-1024,1.0,10.0,F,2023,7.788875,Ametista,-1,0.0,10.0,6.27,9.21875,9.8,8.95,5.0,10.0,9.5,,-1,8.6516166666,5.0,Topázio,1,0,0,False
RA-1025,2023,2024,Aluno-1025,1.0,9.0,M,2023,8.215158333,Topázio,0,8.5,8.9,7.52,7.65625,7.5,7.836666667,10.0,7.5,7.5,,-1,7.897071212,5.0,Ametista,1,1,1,False
RA-1027,2023,2024,Aluno-1027,1.0,10.0,F,2023,7.748866667,Ametista,-1,9.5,9.7,7.52,7.5,6.0,8.333333333,5.0,4.2,7.7,,0,8.220866666700001,10.0,Topázio,0,0,0,False
RA-1028,2023,2024,Aluno-1028,1.0,11.0,M,2023,6.415708333,Ágata,-1,0.0,9.2,7.52,7.34375,5.0,7.946666667,5.0,5.0,5.0,,-2,7.1404338602,5.0,Ametista,1,1,0,False
RA-1029,2023,2024,Aluno-1029,1.0,9.0,F,2023,7.058533333,Ametista,0,10.0,6.3,3.77,7.5,5.4,8.006666667,10.0,3.5,7.2,,-1,7.797790909100001,5.0,Ametista,1,1,0,False
RA-103,2022,2023,Aluno-103,4.0,13.0,F,2020,8.107,Topázio,1,7.9,8.7,7.5,,7.3,7.708,10.0,7.3,7.3,7.3,1,8.0239,10.0,Topázio,0,0,1,False
RA-103,2023,2024,Aluno-103,5.0,14.0,F,2020,8.0239,Topázio,1,8.3,9.2,5.0,8.125,7.1,8.09,10.0,7.3,6.3,7.7,0,8.775268254,10.0,Topázio,0,1,0,False
RA-1030,2023,2024,Aluno-1030,1.0,,M,2023,7.4027,Ametista,-1,8.5,9.7,3.77,6.875,6.9,8.39,5.0,6.2,7.5,,0,7.740191604,10.0,Ametista,0,0,0,False
RA-1031,2023,2024,Aluno-1031,1.0,10.0,M,2023,7.0602,Ametista,-1,8.0,8.8,7.52,6.666666667,5.9,7.006666667,5.0,4.8,7.0,,-1,6.8757227273,5.0,Ágata,1,0,1,False
RA-1032,2023,2024,Aluno-1032,1.0,,M,2023,7.434033333,Ametista,-1,8.5,9.5,7.52,7.291666667,6.0,7.563333333,5.0,5.7,6.2,,-1,8.01645,5.0,Topázio,1,0,0,False
RA-1034,2023,2024,Aluno-1034,1.0,10.0,M,2023,7.9642,Ametista,-1,7.5,9.0,7.52,8.333333333,8.3,8.393333333,5.0,7.8,8.7,,0,8.0333666666,10.0,Topázio,0,0,0,False
RA-1035,2023,2024,Aluno-1035,1.0,9.0,M,2023,6.888833333,Ágata,0,0.0,8.3,7.52,7.708333333,5.8,7.78,10.0,4.0,7.5,,-1,7.833495454500001,5.0,Ametista,1,1,0,False
RA-1036,2023,2024,Aluno-1036,1.0,11.0,F,2023,6.970583333,Ágata,-1,0.0,9.6,3.77,9.0625,8.0,8.336666667,5.0,9.0,7.0,,0,8.2841303831,10.0,Topázio,0,0,0,False
RA-1038,2023,2024,Aluno-1038,1.0,10.0,F,2023,7.736825,Ametista,-1,8.0,9.3,7.52,8.90625,6.5,8.17,5.0,7.5,5.5,,0,7.9646385965,10.0,Ametista,0,0,0,False
RA-1039,2023,2024,Aluno-1039,1.0,,M,2023,7.686033333,Ametista,-2,8.0,9.9,7.52,8.125,6.2,8.056666667,5.0,6.0,6.3,,-1,7.549644444400001,5.0,Ametista,1,0,1,False
RA-104,2022,2023,Aluno-104,4.0,18.0,M,2022,6.315,Ágata,-4,7.9,8.7,7.5,,3.7,6.708,2.5,4.8,5.8,0.3,-3,4.25,2.5,Quartzo,1,0,1,False
RA-1040,2023,2024,Aluno-1040,1.0,,M,2023,7.81545,Ametista,-1,10.0,9.3,7.52,7.8125,6.6,8.06,5.0,5.8,7.3,,-1,7.764199999900001,5.0,Ametista,1,0,1,False
RA-1043,2023,2024,Aluno-1043,1.0,10.0,M,2023,6.5447,Ágata,-1,10.0,7.9,6.27,7.708333333,2.5,7.833333333,5.0,2.0,3.0,,-1,7.539847562500002,5.0,Ametista,1,0,0,False
RA-1044,2023,2024,Aluno-1044,1.0,10.0,F,2023,7.629533333,Ametista,-1,8.0,9.7,7.52,7.5,6.1,8.336666667,5.0,4.5,7.7,,0,7.966711904800001,10.0,Ametista,0,0,0,False
RA-1048,2023,2024,Aluno-1048,1.0,10.0,F,2023,7.811366667,Ametista,-1,8.5,9.5,3.77,8.541666667,8.2,8.5,5.0,7.5,8.8,,1,7.5198666666,10.0,Ametista,0,0,1,False
RA-1049,2023,2024,Aluno-1049,1.0,10.0,M,2023,7.443366667,Ametista,-1,10.0,7.7,7.52,8.125,6.3,7.943333333,5.0,5.5,7.0,,-1,6.821885606,5.0,Ágata,1,0,1,False
RA-1052,2023,2024,Aluno-1052,1.0,,M,2023,6.960333333,Ágata,0,0.0,9.0,7.52,7.916666667,5.3,7.833333333,10.0,5.0,5.5,,-1,7.744032575800001,5.0,Ametista,1,1,0,False
RA-1054,2023,2024,Aluno-1054,1.0,,M,2023,7.459533333,Ametista,-2,8.5,8.6,7.52,7.5,6.6,7.836666667,5.0,5.0,8.2,,-1,6.985788509300001,5.0,Ágata,1,0,1,False
RA-1055,2023,2024,Aluno-1055,1.0,11.0,M,2023,5.9765,Quartzo,-1,0.0,7.2,7.52,7.291666667,5.5,7.276666667,5.0,6.0,5.0,,-2,6.403040909100001,5.0,Ágata,1,1,0,False
RA-1056,2023,2024,Aluno-1056,1.0,9.0,M,2023,8.551741667,Topázio,0,8.5,9.6,7.52,7.96875,8.1,8.113333333,10.0,7.8,8.3,,-1,8.192009523800001,5.0,Topázio,1,1,1,False
RA-1057,2023,2024,Aluno-1057,1.0,9.0,F,2023,8.4827,Topázio,0,10.0,10.0,7.52,8.125,6.3,8.34,10.0,6.5,6.0,,-1,8.2352,5.0,Topázio,1,1,1,False
RA-1058,2023,2024,Aluno-1058,1.0,,F,2023,7.356533333,Ametista,0,10.0,8.7,3.14,7.083333333,5.4,7.62,10.0,4.0,6.7,,-1,7.703347619,5.0,Ametista,1,1,0,False
RA-1059,2023,2024,Aluno-1059,1.0,,M,2023,7.763741667,Ametista,-1,10.0,9.8,2.52,7.96875,7.6,8.673333333,5.0,6.2,9.0,,0,8.678450000000002,10.0,Topázio,0,0,0,False
RA-106,2022,2023,Aluno-106,4.0,15.0,F,2016,7.973,Ametista,-1,9.2,8.0,9.4,,7.4,8.375,5.0,7.8,7.2,7.2,0,7.769658333,10.0,Ametista,0,0,1,False
RA-106,2023,2024,Aluno-106,5.0,15.0,F,2016,7.769658333,Ametista,0,7.9,9.1,5.0,7.03125,7.3,7.5075,10.0,6.7,6.8,8.3,0,7.721664285733334,10.0,Ametista,0,0,1,False
RA-1060,2023,2024,Aluno-1060,1.0,,M,2023,7.095741667,Ametista,-1,9.0,8.6,3.14,7.96875,5.7,8.673333333,5.0,4.3,7.0,,0,6.448416666600001,10.0,Ágata,0,0,1,False
RA-1061,2023,2024,Aluno-1061,1.0,10.0,M,2023,8.196533333,Topázio,-1,9.5,9.7,3.14,8.75,9.3,8.836666667,5.0,8.8,9.7,,0,8.76595,10.0,Topázio,0,0,0,False
RA-1062,2023,2024,Aluno-1062,1.0,,M,2023,7.448841667,Ametista,0,7.4,7.7,3.77,8.59375,6.2,8.503333333,10.0,4.8,7.5,,-1,7.6147238096,5.0,Ametista,1,1,0,False
RA-1063,2023,2024,Aluno-1063,1.0,,M,2023,7.490825,Ametista,-1,9.5,9.5,7.52,6.40625,5.9,7.89,5.0,4.7,7.0,,-1,7.279250000000001,5.0,Ametista,1,0,1,False
RA-1064,2023,2024,Aluno-1064,1.0,10.0,M,2023,8.4777,Topázio,-1,8.5,9.8,7.52,9.375,8.6,8.84,5.0,8.3,8.8,,0,8.9802350877,10.0,Topázio,0,0,0,False
RA-1065,2023,2024,Aluno-1065,1.0,,F,2023,8.03395,Topázio,-1,8.5,9.6,7.52,8.4375,7.0,8.84,5.0,7.7,6.3,,0,8.8634934783,10.0,Topázio,0,0,0,False
RA-1066,2023,2024,Aluno-1066,1.0,10.0,F,2023,7.262616667,Ametista,-1,8.5,6.6,7.52,8.4375,6.2,8.783333333,5.0,4.2,8.2,,0,7.9326223603,10.0,Ametista,0,0,0,False
RA-1067,2023,2024,Aluno-1067,1.0,10.0,M,2023,6.541458333,Ágata,-1,0.0,7.9,7.52,8.28125,5.4,9.006666667,5.0,4.5,6.3,,-1,7.840033333300001,5.0,Ametista,1,0,0,False
RA-1068,2023,2024,Aluno-1068,1.0,,M,2023,8.472533333,Topázio,-1,8.5,9.3,6.89,9.166666667,9.0,9.283333333,5.0,8.3,9.7,,0,9.0150030303,10.0,Topázio,0,0,0,False
RA-1069,2023,2024,Aluno-1069,1.0,11.0,M,2023,7.590033333,Ametista,-1,9.0,7.8,7.52,8.125,7.1,8.226666667,5.0,7.5,6.7,,0,7.678917391300001,10.0,Ametista,0,0,0,False
RA-107,2022,2023,Aluno-107,4.0,15.0,F,2018,6.258,Ágata,-1,7.5,6.4,7.5,,4.6,6.5,5.0,3.3,4.3,6.0,0,6.845208333,10.0,Ágata,0,0,0,False
RA-107,2023,2024,Aluno-107,5.0,15.0,F,2018,6.845208333,Ágata,0,0.0,8.5,5.0,7.34375,7.0,7.5875,10.0,6.0,5.2,9.7,-1,6.676130827066667,5.0,Ágata,1,1,1,False
RA-1070,2023,2024,Aluno-1070,1.0,11.0,M,2023,6.939033333,Ágata,-1,9.0,7.8,3.14,7.708333333,5.8,8.67,5.0,5.3,6.3,,-1,6.287171861500001,5.0,Ágata,1,0,1,False
RA-1071,2023,2024,Aluno-1071,1.0,11.0,M,2023,6.414033333,Ágata,-1,9.0,8.6,7.52,5.625,3.5,6.396666667,5.0,1.7,5.3,,-1,4.8048623378,5.0,Quartzo,1,0,1,False
RA-1072,2023,2024,Aluno-1072,2.0,11.0,M,2023,8.0152,Topázio,0,9.0,8.6,5.0,8.125,6.7,8.7125,10.0,5.2,8.2,,0,7.8153856754,10.0,Ametista,0,0,1,False
RA-1073,2023,2024,Aluno-1073,2.0,,F,2023,6.384333333,Ágata,-1,0.0,8.8,2.52,8.333333333,6.2,9.045,5.0,4.8,7.5,,0,7.0859945773333335,10.0,Ametista,0,0,0,False
RA-1075,2023,2024,Aluno-1075,2.0,12.0,F,2023,6.591333333,Ágata,-1,0.0,9.6,5.0,7.708333333,5.5,9.0025,5.0,5.0,6.0,,-1,6.8100812324,5.0,Ágata,1,0,0,False
RA-1076,2023,2024,Aluno-1076,2.0,,F,2023,7.901033333,Ametista,-1,9.0,9.7,2.52,8.333333333,8.5,8.8775,5.0,9.0,8.0,,0,7.479598365200001,10.0,Ametista,0,0,1,False
RA-1077,2023,2024,Aluno-1077,2.0,,M,2023,7.2115,Ametista,0,0.0,9.7,2.52,8.75,7.3,8.4225,10.0,6.8,7.8,,0,5.543865740733334,10.0,Quartzo,0,0,1,False
RA-1079,2023,2024,Aluno-1079,2.0,,M,2023,6.916533333,Ágata,-1,9.0,8.1,2.52,7.083333333,7.6,7.13,5.0,7.3,7.8,,0,5.4253413299333335,10.0,Quartzo,0,0,1,False
RA-108,2022,2023,Aluno-108,4.0,17.0,F,2019,5.547,Quartzo,-3,4.6,7.7,5.0,,5.0,6.125,2.5,3.0,5.8,6.2,-2,4.9308,5.0,Quartzo,1,0,1,False
RA-1081,2023,2024,Aluno-1081,2.0,14.0,F,2023,7.666033333,Ametista,-2,10.0,10.0,2.52,8.958333333,6.5,8.59,5.0,8.0,5.0,,0,8.5452952381,10.0,Topázio,0,0,0,False
RA-1082,2023,2024,Aluno-1082,2.0,,F,2023,7.1617,Ametista,-1,9.5,9.5,2.52,8.75,5.0,8.4225,5.0,3.5,6.5,,-1,6.6114857142,5.0,Ágata,1,0,1,False
RA-1084,2023,2024,Aluno-1084,2.0,11.0,F,2023,7.9948,Ametista,0,8.4,10.0,2.52,8.75,6.8,8.38,10.0,5.0,8.5,,0,6.9071109649333335,10.0,Ágata,0,0,1,False
RA-1087,2023,2024,Aluno-1087,2.0,12.0,F,2023,7.2067,Ametista,-1,10.0,9.5,2.52,8.75,5.4,8.0475,5.0,3.7,7.0,,0,6.913936532,10.0,Ágata,0,0,1,False
RA-1089,2023,2024,Aluno-1089,2.0,,F,2023,7.9947,Ametista,0,9.0,9.5,2.52,8.75,7.0,8.3375,10.0,6.0,8.0,,0,7.6221531746,10.0,Ametista,0,0,1,False
RA-109,2022,2023,Aluno-109,4.0,16.0,M,2021,8.512,Topázio,-2,8.8,10.0,8.8,,8.4,8.667,5.0,7.8,7.5,9.9,-1,8.3184,5.0,Topázio,1,0,1,False
RA-1090,2023,2024,Aluno-1090,2.0,13.0,M,2023,7.844033333,Ametista,-1,9.0,9.6,2.52,8.958333333,9.0,7.88,5.0,8.7,9.3,,0,7.7652831384,10.0,Ametista,0,0,1,False
RA-1093,2023,2024,Aluno-1093,2.0,11.0,M,2023,8.197533333,Topázio,0,7.0,9.3,2.52,8.958333333,9.2,8.2975,10.0,9.3,9.0,,0,8.5079027778,10.0,Topázio,0,0,0,False
RA-1094,2023,2024,Aluno-1094,2.0,11.0,F,2023,8.1779,Topázio,0,7.8,9.5,2.52,8.75,8.5,8.3375,10.0,7.8,9.2,,0,8.0164785714,10.0,Topázio,0,0,1,False
RA-1095,2023,2024,Aluno-1095,2.0,,M,2023,6.238,Ágata,-1,0.0,9.8,2.52,8.75,5.3,8.005,5.0,5.8,4.7,,0,6.108547514666667,10.0,Ágata,0,0,1,False
RA-1096,2023,2024,Aluno-1096,2.0,,F,2023,8.615533333,Topázio,0,9.5,9.9,2.52,8.958333333,9.6,8.0875,10.0,9.5,9.7,,1,9.189883333333334,10.0,Topázio,0,0,0,False
RA-1097,2023,2024,Aluno-1097,2.0,,M,2023,6.9547,Ágata,-2,9.5,8.6,5.0,8.125,5.4,6.96,5.0,4.3,6.5,,-1,5.475324895633334,5.0,Quartzo,1,0,1,False
RA-1098,2023,2024,Aluno-1098,2.0,13.0,F,2023,7.2787,Ametista,-1,9.5,9.5,2.52,8.125,6.4,7.92,5.0,6.3,6.5,,0,6.5744562514,10.0,Ágata,0,0,1,False
RA-1099,2023,2024,Aluno-1099,2.0,13.0,F,2023,7.113533333,Ametista,-1,9.0,9.6,2.52,8.333333333,5.2,8.34,5.0,5.7,4.7,,0,7.332483333333334,10.0,Ametista,0,0,0,False
RA-110,2022,2023,Aluno-110,4.0,14.0,M,2017,8.15,Topázio,0,9.2,9.7,5.6,,6.7,8.0,10.0,8.3,5.7,6.0,0,8.0879,10.0,Topázio,0,0,1,False
RA-110,2023,2024,Aluno-110,5.0,15.0,M,2017,8.0879,Topázio,0,8.3,8.6,5.0,8.75,7.5,8.2975,10.0,8.3,6.2,8.0,0,8.6324939394,10.0,Topázio,0,0,0,False
RA-1100,2023,2024,Aluno-1100,2.0,,M,2023,8.261033333,Topázio,0,10.0,9.2,5.0,8.541666667,7.1,8.283333333,10.0,6.3,7.8,,1,6.649708333333334,10.0,Ágata,0,0,1,False
RA-1102,2023,2024,Aluno-1102,2.0,,M,2023,8.123033333,Topázio,0,9.5,9.5,5.0,7.708333333,7.5,7.56,10.0,5.7,9.2,,1,8.440611904733334,10.0,Topázio,0,0,0,False
RA-1103,2023,2024,Aluno-1103,2.0,10.0,M,2023,7.574866667,Ametista,0,9.0,8.7,5.0,8.333333333,5.0,8.006666667,10.0,4.5,5.5,,0,7.861995031000001,10.0,Ametista,0,0,0,False
RA-1106,2023,2024,Aluno-1106,2.0,12.0,M,2023,7.1642,Ametista,-1,8.5,9.3,5.0,8.333333333,5.1,8.003333333,5.0,5.2,5.0,,0,5.936272086266667,10.0,Quartzo,0,0,1,False
RA-1107,2023,2024,Aluno-1107,2.0,12.0,F,2023,7.9327,Ametista,-1,9.0,9.4,5.0,8.958333333,7.5,8.783333333,5.0,8.0,7.0,,0,5.9731,10.0,Quartzo,0,0,1,False
RA-1108,2023,2024,Aluno-1108,2.0,12.0,M,2023,6.310833333,Ágata,-1,0.0,9.3,5.0,8.541666667,4.7,8.283333333,5.0,3.7,5.7,,0,6.017215010400001,10.0,Ágata,0,0,1,False
RA-111,2022,2023,Aluno-111,4.0,13.0,F,2020,8.646,Topázio,1,7.5,9.4,8.1,,8.0,8.667,10.0,6.7,7.5,9.7,1,7.566458333,10.0,Ametista,0,0,1,False
RA-111,2023,2024,Aluno-111,5.0,14.0,F,2020,7.566458333,Ametista,1,7.5,8.7,5.0,7.65625,6.0,8.0875,10.0,6.0,5.2,6.7,0,8.667693939400001,10.0,Topázio,0,1,0,False
RA-1111,2023,2024,Aluno-1111,2.0,,F,2023,6.559166667,Ágata,0,0.0,8.9,2.52,8.125,5.4,8.173333333,10.0,4.8,6.0,,1,6.116032815733334,10.0,Ágata,0,0,1,False
RA-1112,2023,2024,Aluno-1112,2.0,12.0,M,2023,7.088866667,Ametista,-1,9.5,7.9,2.52,8.333333333,6.3,8.616666667,5.0,5.2,7.3,,0,6.856082394,10.0,Ágata,0,0,1,False
RA-1114,2023,2024,Aluno-1114,2.0,11.0,F,2023,7.5667,Ametista,0,8.5,9.8,2.52,8.125,4.9,8.56,10.0,4.3,5.5,,0,7.437466666666667,10.0,Ametista,0,0,1,False
RA-1115,2023,2024,Aluno-1115,2.0,,F,2023,6.474,Ágata,0,0.0,8.3,7.52,7.5,4.0,7.56,10.0,6.0,2.0,,0,6.570068686900001,10.0,Ágata,0,0,0,False
RA-1116,2023,2024,Aluno-1116,2.0,13.0,M,2023,6.956533333,Ágata,-1,9.5,9.2,5.0,7.083333333,4.9,7.39,5.0,3.8,6.0,,-1,3.7894777778,5.0,Quartzo,1,0,1,False
RA-1117,2023,2024,Aluno-1117,2.0,,F,2023,8.382366667,Topázio,0,9.0,9.6,7.52,7.708333333,7.3,7.946666667,10.0,6.0,8.5,,1,7.601562962866668,10.0,Ametista,0,0,1,False
RA-1118,2023,2024,Aluno-1118,2.0,,F,2023,7.163833333,Ametista,-1,5.3,8.8,7.52,7.708333333,6.0,8.28,5.0,4.8,7.2,,0,7.0305545924,10.0,Ametista,0,0,1,False
RA-1119,2023,2024,Aluno-1119,2.0,13.0,F,2023,7.192,Ametista,-1,7.3,9.7,3.77,7.708333333,5.9,8.453333333,5.0,3.0,8.8,,-1,7.388266666666667,5.0,Ametista,1,0,0,False
RA-112,2022,2023,Aluno-112,4.0,15.0,F,2016,7.836,Ametista,-1,7.9,7.8,6.3,,8.5,8.833,5.0,9.0,7.5,9.1,-1,7.141308333,5.0,Ametista,1,0,1,False
RA-112,2023,2024,Aluno-112,5.0,,F,2016,7.141308333,Ametista,-1,6.7,8.1,5.0,7.96875,7.4,7.9225,5.0,7.3,6.5,8.3,0,8.052609920666667,10.0,Topázio,0,0,0,False
RA-1121,2023,2024,Aluno-1121,2.0,,M,2023,8.049,Topázio,0,0.0,9.9,6.26,8.75,8.0,9.84,10.0,6.5,9.5,,0,8.407166666633334,10.0,Topázio,0,0,0,False
RA-1122,2023,2024,Aluno-1122,2.0,11.0,M,2023,7.3715,Ametista,0,0.0,9.3,6.89,7.291666667,6.9,8.616666667,10.0,5.2,8.5,,1,7.817322222166666,10.0,Ametista,0,0,0,False
RA-1127,2023,2024,Aluno-1127,2.0,,F,2023,8.3167,Topázio,0,8.5,9.9,5.02,8.125,6.9,9.01,10.0,5.0,8.7,,0,8.180966666666668,10.0,Topázio,0,0,1,False
RA-1129,2023,2024,Aluno-1129,2.0,11.0,M,2023,7.309333333,Ametista,0,0.0,9.2,6.27,7.916666667,7.8,7.503333333,10.0,6.8,8.7,,0,7.360417647066668,10.0,Ametista,0,0,0,False
RA-1130,2023,2024,Aluno-1130,2.0,11.0,M,2023,8.0037,Topázio,0,8.5,8.4,7.52,7.708333333,7.3,7.503333333,10.0,6.3,8.2,,0,6.563952941199999,10.0,Ágata,0,0,1,False
RA-1131,2023,2024,Aluno-1131,2.0,12.0,F,2023,8.316133333,Topázio,-1,7.9,9.9,5.02,8.75,9.1,9.286666667,5.0,8.3,9.8,,0,8.2889555555,10.0,Topázio,0,0,1,False
RA-1133,2023,2024,Aluno-1133,2.0,10.0,F,2023,8.600033333,Topázio,0,9.5,10.0,6.27,8.541666667,6.5,9.343333333,10.0,5.0,8.0,,1,8.238553968266668,10.0,Topázio,0,0,1,False
RA-1134,2023,2024,Aluno-1134,2.0,11.0,M,2023,7.769866667,Ametista,0,8.0,9.7,3.76,7.916666667,6.8,7.56,10.0,5.5,8.0,,0,7.7564571427,10.0,Ametista,0,0,1,False
RA-1136,2023,2024,Aluno-1136,2.0,13.0,F,2023,6.7351,Ágata,-1,6.8,8.1,2.52,8.333333333,6.6,7.723333333,5.0,4.8,8.3,,-1,5.458179831866667,5.0,Quartzo,1,0,1,False
RA-1137,2023,2024,Aluno-1137,2.0,10.0,F,2023,8.743366667,Topázio,0,9.5,9.8,6.27,9.375,6.5,9.843333333,10.0,6.0,7.0,,1,7.183752652466668,10.0,Ametista,0,0,1,False
RA-1139,2023,2024,Aluno-1139,2.0,11.0,M,2023,7.6647,Ametista,0,8.5,9.1,5.64,8.125,5.3,7.79,10.0,6.3,4.3,,1,6.906276357600001,10.0,Ágata,0,0,1,False
RA-114,2022,2023,Aluno-114,4.0,16.0,M,2022,5.894,Quartzo,-2,7.9,6.3,7.5,,5.3,5.0,5.0,6.0,4.5,,-2,5.335,5.0,Quartzo,1,0,1,False
RA-1140,2023,2024,Aluno-1140,2.0,11.0,F,2023,7.703533333,Ametista,0,4.7,8.7,7.52,7.708333333,7.3,7.62,10.0,8.5,6.0,,0,7.3473880383,10.0,Ametista,0,0,1,False
RA-1141,2023,2024,Aluno-1141,2.0,12.0,F,2023,7.2757,Ametista,-1,9.0,8.8,7.52,7.708333333,5.9,7.113333333,5.0,5.5,6.2,,0,6.793890866866667,10.0,Ágata,0,0,1,False
RA-1142,2023,2024,Aluno-1142,2.0,11.0,F,2023,9.175033333,Topázio,0,9.0,10.0,7.52,8.541666667,10.0,8.343333333,10.0,10.0,10.0,,0,8.390566666666668,10.0,Topázio,0,0,1,False
RA-1143,2023,2024,Aluno-1143,3.0,15.0,F,2023,6.445933333,Ágata,-2,8.8,7.0,6.26,7.5,5.3,6.2075,5.0,6.0,6.3,3.5,-3,5.881225668333334,2.5,Quartzo,1,1,1,False
RA-1146,2023,2024,Aluno-1146,3.0,14.0,F,2023,6.689583333,Ágata,-1,9.6,8.8,6.26,7.1875,3.7,6.965,5.0,5.0,3.3,2.7,-2,5.3933086048000005,5.0,Quartzo,1,1,1,False
RA-1147,2023,2024,Aluno-1147,3.0,,F,2023,7.072983333,Ametista,-1,8.3,8.3,6.26,7.1875,6.7,7.0075,5.0,5.0,7.5,7.5,-1,5.833118518533334,5.0,Quartzo,1,0,1,False
RA-1149,2023,2024,Aluno-1149,3.0,,F,2023,7.410108333,Ametista,-1,8.3,9.8,2.52,7.96875,7.2,8.1725,5.0,6.0,6.8,8.7,-1,8.1371,5.0,Topázio,1,0,0,False
